Rank,Title,Interventions,URL
172,"UPMC OPTIMISE-C19 Trial, a COVID-19 Study",Biological: Lilly Bamlanivimab|Biological: Regeneron Casirivimab + Imdevimab|Biological: Lilly Bamlanivimab + Etesevimab,https://ClinicalTrials.gov/show/NCT04790786
173,Rehabilitation Needs After COVID-19 Hospital Treatment,"Other: none, this study is observational",https://ClinicalTrials.gov/show/NCT04438239
174,Geriatric Care for Older People Hospitalised for COVID-19,,https://ClinicalTrials.gov/show/NCT04947943
175,Clinical Characteristics of Deceased With COVID-19,,https://ClinicalTrials.gov/show/NCT04874792
176,Safety and Efficacy of Anti-SARS-CoV-2 Equine Antibody Fragments (INOSARS) for Hospitalized Patients With COVID-19,Drug: Placebo|Drug: Anti-SARS-CoV-2 equine immunoglobulin fragments (INOSARS),https://ClinicalTrials.gov/show/NCT04514302
177,Hematology and Clinical Picture in Pediatric COVID-19 Infection,,https://ClinicalTrials.gov/show/NCT04487119
178,Relationship Between Social Status and Use of Healthcare Services During the Confinement Period Linked to the COVID-19 Epidemic,,https://ClinicalTrials.gov/show/NCT04703777
179,The Effect of Vitamin D Supplementation on COVID-19 Recovery,Drug: Vit-D 0.2 MG/ML Oral Solution [Calcidol]|Drug: Physiological Irrigating Solution,https://ClinicalTrials.gov/show/NCT04883203
180,Low-dose Tocilizumab Versus Standard of Care in Hospitalized Patients With COVID-19,Drug: Tocilizumab|Other: Standard of Care,https://ClinicalTrials.gov/show/NCT04479358
181,SuPAR in Adult Patients With Covid-19,Diagnostic Test: Soluble Urokinase Plasminogen Activator Receptor,https://ClinicalTrials.gov/show/NCT04590794
182,The (HD)IVACOV Trial (The High-Dose IVermectin Against COVID-19 Trial),Drug: Ivermectin 0.6mg/kg/day|Drug: Ivermectin 1.0mg/kg/day|Drug: Placebo|Drug: Hydroxychloroquine,https://ClinicalTrials.gov/show/NCT04712279
183,The Role of Resistant Starch in COVID-19 Infection,Drug: Dietary Supplement containing resistant starch|Dietary Supplement: Placebo Starch,https://ClinicalTrials.gov/show/NCT04342689
184,Convalescent Plasma in the Treatment of Covid-19,Biological: Convalescent plasma from COVID-19 donors|Biological: Placebo,https://ClinicalTrials.gov/show/NCT04730401
185,Micronutrient Status Involved in Immunity in Elderly Patients With COVID-19,"Biological: Selenium, Zinc and Copper, Vitamin A, D, E plasma concentrations during patient hospitalization",https://ClinicalTrials.gov/show/NCT04877509
186,Tobacco Use and the Risk of COVID-19,Behavioral: Tobacco use,https://ClinicalTrials.gov/show/NCT04896918
187,Convalescent Plasma as Treatment for Hospitalized Subjects With COVID-19 Infection,Biological: Convalescent Plasma,https://ClinicalTrials.gov/show/NCT04343755
188,Covid-19 Infection and Pulmonary Distress Treatment With Zanubrutinib in Hospitalized Participants,Drug: Zanubrutinib|Drug: Supportive Care|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04382586
189,Sitagliptin Treatment in Diabetic COVID-19 Positive Patients,Drug: Retrospective case-control analysis,https://ClinicalTrials.gov/show/NCT04382794
190,APT™ T3X on the COVID-19 Contamination Rate,Drug: Tetracycline hydrochloride 3%|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04716426
191,Non-contact ECG Sensor System for COVID19,Device: Non-contact ECG,https://ClinicalTrials.gov/show/NCT04341506
192,"Clinical and Immunological Characterisation of COVID-19 in Children, Adolescents and Adults",Other: this study is non- interventional,https://ClinicalTrials.gov/show/NCT04341168
193,Efficacy of Psidii Guava's Extract For COVID-19,Drug: Extract Psidii guava|Combination Product: Standard therapy for Covid-19 patient,https://ClinicalTrials.gov/show/NCT04810728
194,Use of BCG Vaccine as a Preventive Measure for COVID-19 in Health Care Workers,Biological: BCG vaccine,https://ClinicalTrials.gov/show/NCT04659941
195,A Clinical Trial to Evaluate the Recombinant SARS-CoV-2 Vaccine (CHO Cell) for COVID-19,Biological: low-dose Recombinant SARS-CoV-2 Vaccine (CHO cell)|Biological: high-dose Recombinant SARS-CoV-2 Vaccine (CHO cell)|Biological: placebo,https://ClinicalTrials.gov/show/NCT04869592
196,C5a Receptor Expression - COVID-19 (C5-COV),Other: draw blood,https://ClinicalTrials.gov/show/NCT04369820
197,Study of the Kinetics of COVID-19 Antibodies for 24 Months in Patients With Confirmed SARS-CoV-2 Infection,Other: Sampling by venipuncture (and eventually by nasopharyngeal swab),https://ClinicalTrials.gov/show/NCT04750720
198,Study of Codivir in Patients With COVID-19,Drug: Covidir injections|Diagnostic Test: One Step Test|Diagnostic Test: IgM and IgG dosage|Diagnostic Test: RT-PCR SARS-CoV-2|Diagnostic Test: Screening blood test|Diagnostic Test: ECG|Diagnostic Test: Medical evaluation|Diagnostic Test: NEWS-2 score|Diagnostic Test: WHO score,https://ClinicalTrials.gov/show/NCT04930861
199,Clinical Study of Pregnant Women With COVID-19,,https://ClinicalTrials.gov/show/NCT04701944
200,TXA127 for the Treatment of Severe COVID-19,Drug: TXA127|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04401423
201,Study of CPI-006 as Immunotherapy for Hospitalized COVID-19 Patients,Drug: CPI-006|Other: Standard of Care,https://ClinicalTrials.gov/show/NCT04464395
202,At-Home Infusion Using Bamlanivimab in Participants With Mild to Moderate COVID-19,Drug: bamlanivimab,https://ClinicalTrials.gov/show/NCT04656691
203,DAS181 for Severe COVID-19: Compassionate Use,Drug: DAS181,https://ClinicalTrials.gov/show/NCT04324489
204,Diagnosis of Endocrine Dysfunctions in Covid-19,,https://ClinicalTrials.gov/show/NCT04587375
205,Relation Between Lab Finding and COVID-19 Severity,"Diagnostic Test: D-dimer,CBC.ESR,CRP,|Diagnostic Test: Liver function tests ,serum ferritin and PCR for COVID-19 .",https://ClinicalTrials.gov/show/NCT04470557
206,Changes in Viral Load in COVID-19 After Probiotics,Dietary Supplement: Dietary supplementation in patients with covid disease admitted to hospital,https://ClinicalTrials.gov/show/NCT04666116
207,Covid-19 Rapid Diagnostic Tests on Blood Drop,,https://ClinicalTrials.gov/show/NCT04467008
208,"Study to Evaluate Efficacy and Safety of ""VIRACIDE"" IN THE MANAGEMENT OF CORONA VIRUS DISEASE 2019 (COVID-19)",Dietary Supplement: Investigational Product - ViraCide|Other: Placebo - Starch Powder Soft gels,https://ClinicalTrials.gov/show/NCT04596085
209,Role of Famotidine in the Clinical Improvement of COVID-19 Patients.,Drug: Famotidine 20 MG,https://ClinicalTrials.gov/show/NCT04504240
210,A Trial of GC4419 in Patients With Critical Illness Due to COVID-19,Drug: GC4419|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04555096
211,Povidone-Iodine Rinses in the Management of COVID-19,Drug: Povidone-iodine|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04449965
212,Colchicine Plus Phenolic Monoterpenes to Treat COVID-19,Drug: Standard Treatment|Drug: Oral administration of Colchicine plus Herbal Phenolic Monoterpene Fractions,https://ClinicalTrials.gov/show/NCT04392141
213,Genosvid Diagnostic Test for Early Detection of COVID-19,Other: exhaled breath sampling,https://ClinicalTrials.gov/show/NCT04558372
214,Intravenous Infusion of CAP-1002 in Patients With COVID-19,Biological: CAP-1002|Biological: Placebo,https://ClinicalTrials.gov/show/NCT04623671
215,Online Learning of Veterinary Anatomy During COVID-19 Pandemic,Other: survey,https://ClinicalTrials.gov/show/NCT04418284
216,"Phase III Double-blind, Placebo-controlled Study of AZD1222 for the Prevention of COVID-19 in Adults",Biological: AZD1222|Biological: Placebo,https://ClinicalTrials.gov/show/NCT04516746
217,Efficacy and Safety of Ivermectin for Treatment and Prophylaxis of COVID-19 Pandemic,Drug: Ivermectin|Drug: Hydroxychloroquine|Behavioral: personal protective Measures,https://ClinicalTrials.gov/show/NCT04668469
218,Intravenous Immunoglobulins for the Treatment of Covid-19 Patients: a Clinical Trial,Biological: intravenous immunoglobulin therapy,https://ClinicalTrials.gov/show/NCT04548557
219,Vitamin D Supplementation in Patients With COVID-19,Dietary Supplement: Vitamin D|Dietary Supplement: Placebo,https://ClinicalTrials.gov/show/NCT04449718
220,Effect of Prone Position onV/Q Matching in Non-intubated Patients With COVID-19,Other: prone position,https://ClinicalTrials.gov/show/NCT04754113
221,Post-COVID 19 Patients Undergoing Surgery,Procedure: scheduled surgery,https://ClinicalTrials.gov/show/NCT04922931
222,Musculoskeletal Pain in Patients With Covid-19 Who Have Hospital Care,Other: Interview,https://ClinicalTrials.gov/show/NCT04632355
223,Dendritic Cell Vaccine to Prevent COVID-19,Biological: AV-COVID-19,https://ClinicalTrials.gov/show/NCT04685603
224,COVID-19 Infection in Cancer Pantients,Other: No intervention on patients,https://ClinicalTrials.gov/show/NCT04569292
225,Role of Hematological Parameters in the Stratification of COVID-19 Disease Severity,Diagnostic Test: not required,https://ClinicalTrials.gov/show/NCT04670328
226,Effect of Dalcetrapib in Patients With Confirmed Mild to Moderate COVID-19,Drug: Dalcetrapib|Other: Placebo,https://ClinicalTrials.gov/show/NCT04676867
227,Risks of COVID19 in the Pregnant Population,Other: Biospecimen collection,https://ClinicalTrials.gov/show/NCT04379284
228,Genetic Bases of COVID-19 Clinical Variability,Genetic: Massive parallel sequencing of host genome,https://ClinicalTrials.gov/show/NCT04549831
229,A Cohort of Patients With Possible or Confirmed SARS-CoV-2 (COVID-19),Other: blood sample,https://ClinicalTrials.gov/show/NCT04347850
230,In Situ Thrombolysis With tPA and Inflow Perfusion Analysis in Patient With Severe Covid-19 Infection,Drug: tPA,https://ClinicalTrials.gov/show/NCT04926428
231,Multi-site Adaptive Trials for COVID-19,Drug: SOC + Intravenous Famotidine|Drug: SOC + Placebo,https://ClinicalTrials.gov/show/NCT04370262
232,Predictive Factors COVID-19 Patients,Other: Predictive factors for clinical response in patients with COVID-19.,https://ClinicalTrials.gov/show/NCT04427345
233,Clinical Efficacy of Heparin and Tocilizumab in Patients With Severe COVID-19 Infection,Drug: Tocilizumab|Drug: Heparin - Therapeutic dosage|Drug: Heparin - Prophylactic dosage,https://ClinicalTrials.gov/show/NCT04600141
234,Antibodies Response to mRNA Vaccine Against Covid-19,Biological: BNT162b2 mRNA Covid-19 Vaccine,https://ClinicalTrials.gov/show/NCT04733807
235,Monitoring Health Care Workers at Risk for COVID-19 Using Wearable Sensors and Smartphone Technology,Other: COVID-19 Monitoring Using Wearable Sensors and Smartphone Technology,https://ClinicalTrials.gov/show/NCT04756869
236,A Study to Evaluate the Efficacy and Safety of VB-201 in Patients With COVID-19,Drug: VB-201 + Standard of care|Drug: Standard of care,https://ClinicalTrials.gov/show/NCT04733833
237,Clarithromycin Versus Azithromycin in Treatment of Mild COVID-19 Infection,Drug: Clarithromycin 500mg|Drug: Azithromycin|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04622891
238,A Nurse-Community Health Worker-Family Partnership Model: Addressing Uptake of COVID-19 Testing and Control Measures,Behavioral: Nurse-Community-Family Partnership Intervention,https://ClinicalTrials.gov/show/NCT04832919
239,The Nitazoxanide Plus Atazanavir for COVID-19 Study,Drug: Nitazoxanide and atazanavir/ritonavir|Other: Standard of Care,https://ClinicalTrials.gov/show/NCT04459286
240,A Simple Approach to Prevent Hospitalization for COVID-19 Patients,Drug: Recommended treatment schedule|Drug: Control treatment schedule,https://ClinicalTrials.gov/show/NCT04854824
241,PERUCONPLASMA: Evaluating the Use of Convalescent Plasma as Management of COVID-19,Biological: Convalescent plasma,https://ClinicalTrials.gov/show/NCT04497324
242,COvid-19 National Survey for Assessing VIral Spread by Nonaffected CarriErs (CON-VINCE),,https://ClinicalTrials.gov/show/NCT04379297
243,Phase 3 Inhaled Novaferon Study in Hospitalized Patients With Moderate to Severe COVID-19,Biological: Novaferon|Biological: Placebo,https://ClinicalTrials.gov/show/NCT04669015
244,Sensitivity of Frequent SARS-CoV-2 (COVID-19) Rapid Antigen Testing Regimen,Device: CoV-SCAN rapid COVID-19 antigen test,https://ClinicalTrials.gov/show/NCT04805840
245,Post-COVID-Health Study: Multidimensional Health Status of COVID-19 Survivors One Year After a SARS-CoV-2 Infection,,https://ClinicalTrials.gov/show/NCT04794985
246,"Egyptian Doctors Stresses, Knowledge and Attitude During COVID-19 Pandemic",Other: Questionnaire,https://ClinicalTrials.gov/show/NCT04403581
247,COVID-19 Virtual Care at Home,Other: Virtual Care at Home,https://ClinicalTrials.gov/show/NCT04420182
248,Charité Trial of Cenicriviroc (CVC) Treatment for COVID-19 Patients,Drug: Cenicriviroc (CVC)|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04500418
249,Using Text Messages to Improve COVID-19 Vaccination Uptake,Behavioral: Text message content,https://ClinicalTrials.gov/show/NCT04895683
250,Study of Open Label Losartan in COVID-19,Drug: Losartan,https://ClinicalTrials.gov/show/NCT04335123
251,Lymphocyte - Monocyte Ratio As An Independent Predictor For Progression Of Illness In Patients With Covid-19,Diagnostic Test: LYMPHOCYTE MONOCYTE RATIO,https://ClinicalTrials.gov/show/NCT04534712
252,Efficacy of Probiotics in Reducing Duration and Symptoms of COVID-19,Dietary Supplement: Probiotics (2 strains 10x10^9 UFC)|Dietary Supplement: Placebo (potato starch and magnesium stearate),https://ClinicalTrials.gov/show/NCT04621071
253,Safety and Efficacy of Niclosamide in Patients With COVID-19 With Gastrointestinal Infection,Drug: Niclosamide|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04858425
254,Determination of Serum Trace Element and Physical Activity Levels in COVID-19,Other: No intervention,https://ClinicalTrials.gov/show/NCT04694716
255,Ozone Auto-hemotherapy for COVID-19 Pneumonia,Biological: Ozone auto-hemotherapy,https://ClinicalTrials.gov/show/NCT04370223
256,Treatment of Moderate to Severe Coronavirus Disease (COVID-19) in Hospitalized Patients,Drug: Baricitinib (janus kinase inhibitor),https://ClinicalTrials.gov/show/NCT04321993
257,Novel Adoptive Cellular Therapy With SARS-CoV-2 Specific T Cells in Patients With Severe COVID-19,Other: Blood donation from convalescent donor,https://ClinicalTrials.gov/show/NCT04351659
258,suPAR-Guided Anakinra Treatment for Management of Severe Respiratory Failure by COVID-19,Drug: Anakinra|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04680949
259,A Study to Evaluate the Safety and Effect of STC3141 Continuous Infusion in Subjects With Severe Corona Virus Disease 2019（COVID-19）Pneumonia,Drug: STC3141,https://ClinicalTrials.gov/show/NCT04880694
260,A Survey Study to Assess the Impact of the COVID-19 Pandemic on Participants With Pre-Existing Mental Health Diagnosis,Other: survey,https://ClinicalTrials.gov/show/NCT04568135
261,"Description of Immunologic, Enzymatic and Metabolic Biomarkers Associated to the Severity of COVID-19 (SARS-CoV-2) and Its Resolution","Procedure: Blood collection at Day 8, Day 16, Day 24, Month 6 and Month 12 after first symptoms from SARS-CoV-2 infection",https://ClinicalTrials.gov/show/NCT04664023
262,Efficacy of Nano-Ivermectin Impregnated Masks in Prevention of Covid-19 Among Healthy Contacts and Medical Staff,Other: ivermectin impregnated mask,https://ClinicalTrials.gov/show/NCT04723459
263,tDCS for Post COVID-19 Fatigue,Device: Transcranial Direct Current Stimulation,https://ClinicalTrials.gov/show/NCT04876417
264,Anti-inflammatory/Antioxidant Oral Nutrition Supplementation in COVID-19,Dietary Supplement: Oral supplement enriched in antioxidants|Dietary Supplement: cellulose-containing placebo capsules,https://ClinicalTrials.gov/show/NCT04323228
265,Physical Activity Post COVID-19,Behavioral: Physical activity,https://ClinicalTrials.gov/show/NCT04768257
266,Descriptive and Retrospective Analysis of Acute Myocarditis Associated With Pandemic COVID-19 in Children,,https://ClinicalTrials.gov/show/NCT04420468
267,Patients and Health Staff of Cancer Centres During the Covid-19 Pandemic,Diagnostic Test: Diagnostic test for SARS-Cov2 for patients and health staff,https://ClinicalTrials.gov/show/NCT04421625
268,Blood Purification With Seraph 100 Microbind Affinity Blood Filter for Treatment of Severe COVID19 Observational Study,Other: Observational,https://ClinicalTrials.gov/show/NCT04606498
269,Monitoring the IgG/IgM Antibodies in COVID-19 Patients,Diagnostic Test: Serodiagnosis of IgG and IgM,https://ClinicalTrials.gov/show/NCT04810117
270,"Validation of Laboratory Techniques, Strategies, and Types of Samples for Epidemiological Control in the Covid-19 Pandemic",Diagnostic Test: RT-PCR|Diagnostic Test: LAMP|Diagnostic Test: POOL RT-PCR|Diagnostic Test: POOL LAMP,https://ClinicalTrials.gov/show/NCT04581083
271,Exchange Transfusion Versus Plasma From Convalescent Patients With Methylene Blue in Patients With COVID-19,Biological: exchange blood transfusion from normal donor|Biological: plasma from convalescent patients with COVID-19|Drug: Methylene Blue 5 MG/ML,https://ClinicalTrials.gov/show/NCT04376788
272,Effect of H2 Receptor Antagonist and Proton Pump Inhibitor on the Positivity Rates and Clinical Outcomes of COVID-19,Other: No intervention (Retrospective Cohort Observational),https://ClinicalTrials.gov/show/NCT04834752
273,COVID-19 Infection in Healthcare Workers,Other: Cohort,https://ClinicalTrials.gov/show/NCT04386759
